"","date","ID_1","NAME_1","t2m"
"1","2019-01-01",1,"Bruxelles",7.71
"2","2019-01-01",2,"Vlaanderen",7.81
"3","2019-01-01",3,"Wallonie",5.88
"4","2019-01-02",1,"Bruxelles",4.7
"5","2019-01-02",2,"Vlaanderen",5.57
"6","2019-01-02",3,"Wallonie",3.14
"7","2019-01-03",1,"Bruxelles",2.89
"8","2019-01-03",2,"Vlaanderen",3.64
"9","2019-01-03",3,"Wallonie",1.04
"10","2019-01-04",1,"Bruxelles",2.52
"11","2019-01-04",2,"Vlaanderen",3.1
"12","2019-01-04",3,"Wallonie",1.42
"13","2019-01-05",1,"Bruxelles",3.81
"14","2019-01-05",2,"Vlaanderen",4.94
"15","2019-01-05",3,"Wallonie",1.68
"16","2019-01-06",1,"Bruxelles",3.99
"17","2019-01-06",2,"Vlaanderen",4.78
"18","2019-01-06",3,"Wallonie",2.75
"19","2019-01-07",1,"Bruxelles",3.98
"20","2019-01-07",2,"Vlaanderen",4.27
"21","2019-01-07",3,"Wallonie",3.37
"22","2019-01-08",1,"Bruxelles",8.98
"23","2019-01-08",2,"Vlaanderen",9.15
"24","2019-01-08",3,"Wallonie",6.93
"25","2019-01-09",1,"Bruxelles",4.44
"26","2019-01-09",2,"Vlaanderen",5.12
"27","2019-01-09",3,"Wallonie",2.77
"28","2019-01-10",1,"Bruxelles",1.79
"29","2019-01-10",2,"Vlaanderen",2.5
"30","2019-01-10",3,"Wallonie",0.34
"31","2019-01-11",1,"Bruxelles",2.14
"32","2019-01-11",2,"Vlaanderen",2.93
"33","2019-01-11",3,"Wallonie",0.06
"34","2019-01-12",1,"Bruxelles",5.63
"35","2019-01-12",2,"Vlaanderen",6.14
"36","2019-01-12",3,"Wallonie",4.48
"37","2019-01-13",1,"Bruxelles",7.15
"38","2019-01-13",2,"Vlaanderen",7.57
"39","2019-01-13",3,"Wallonie",5.88
"40","2019-01-14",1,"Bruxelles",7.21
"41","2019-01-14",2,"Vlaanderen",7.59
"42","2019-01-14",3,"Wallonie",5.99
"43","2019-01-15",1,"Bruxelles",2.7
"44","2019-01-15",2,"Vlaanderen",3.05
"45","2019-01-15",3,"Wallonie",2.03
"46","2019-01-16",1,"Bruxelles",6.02
"47","2019-01-16",2,"Vlaanderen",6.62
"48","2019-01-16",3,"Wallonie",4.44
"49","2019-01-17",1,"Bruxelles",5.64
"50","2019-01-17",2,"Vlaanderen",5.62
"51","2019-01-17",3,"Wallonie",3.87
"52","2019-01-18",1,"Bruxelles",1.43
"53","2019-01-18",2,"Vlaanderen",1.86
"54","2019-01-18",3,"Wallonie",-0.2
"55","2019-01-19",1,"Bruxelles",-2.22
"56","2019-01-19",2,"Vlaanderen",-1.11
"57","2019-01-19",3,"Wallonie",-2.72
"58","2019-01-20",1,"Bruxelles",-2.41
"59","2019-01-20",2,"Vlaanderen",-2.15
"60","2019-01-20",3,"Wallonie",-2.88
"61","2019-01-21",1,"Bruxelles",-4.92
"62","2019-01-21",2,"Vlaanderen",-4.31
"63","2019-01-21",3,"Wallonie",-5.72
"64","2019-01-22",1,"Bruxelles",-3.01
"65","2019-01-22",2,"Vlaanderen",-2.52
"66","2019-01-22",3,"Wallonie",-4.59
"67","2019-01-23",1,"Bruxelles",-0.45
"68","2019-01-23",2,"Vlaanderen",-0.3
"69","2019-01-23",3,"Wallonie",-1.75
"70","2019-01-24",1,"Bruxelles",-1.07
"71","2019-01-24",2,"Vlaanderen",-0.9
"72","2019-01-24",3,"Wallonie",-2.57
"73","2019-01-25",1,"Bruxelles",-1.82
"74","2019-01-25",2,"Vlaanderen",-1.33
"75","2019-01-25",3,"Wallonie",-2.27
"76","2019-01-26",1,"Bruxelles",5.13
"77","2019-01-26",2,"Vlaanderen",5.43
"78","2019-01-26",3,"Wallonie",2.1
"79","2019-01-27",1,"Bruxelles",7.22
"80","2019-01-27",2,"Vlaanderen",7.49
"81","2019-01-27",3,"Wallonie",5.54
"82","2019-01-28",1,"Bruxelles",2.58
"83","2019-01-28",2,"Vlaanderen",3.42
"84","2019-01-28",3,"Wallonie",1.67
"85","2019-01-29",1,"Bruxelles",1.41
"86","2019-01-29",2,"Vlaanderen",1.86
"87","2019-01-29",3,"Wallonie",0.66
"88","2019-01-30",1,"Bruxelles",0.99
"89","2019-01-30",2,"Vlaanderen",0.76
"90","2019-01-30",3,"Wallonie",-0.19
"91","2019-01-31",1,"Bruxelles",-1.76
